sig_idx,time,pattern,direction,entry_claimed,entry_honest,stop_claimed,target,conf,bars_since_break,hindsight_gap_pct,htf_aligned,chop_idx,vol_spike,outcome,pl_pct,r,bars_held
312,1781233200,Double Bottom,long,62582.2,63523.3,62186.22499999999,64166.100000000006,9,10,1.5038,True,48.46,True,sl,-1.2,-1.2,2
351,1781373600,Triple Top,short,64026.9,64157.4,64496.87307692308,62147.007692307685,7,1,-0.2038,False,44.09,True,sl,-1.2,-1.2,26
385,1781496000,Double Bottom,long,64012.3,65644.5,63455.075000000004,66241.2,9,7,2.5498,True,36.8,True,sl,-1.2,-1.2,51
448,1781722800,Rectangle,short,65536.7,64306.6,65952.75,63872.5,9,11,1.877,True,49.4,True,sl,-1.2,-1.2,112
618,1782334800,Inv Cup & Handle,short,62617.2,61104.7,64004.24166666666,57069.03333333333,9,8,2.4155,True,32.79,True,sl,-1.2,-1.2,7
638,1782406800,Double Top,short,61240.8,59677.7,62643.675,55629.3,9,4,2.5524,True,41.09,True,sl,-1.2,-1.2,12
674,1782536400,Sym Triangle,long,59943.9,60240.7,58992.53020833334,63749.37916666666,6,3,0.4951,False,59.28,False,sl,-1.2,-1.2,34
710,1782666000,Bear Pennant,short,59893.1,59587.4,60500.729999999996,57462.58,9,1,0.5104,True,47.93,True,sl,-1.2,-1.2,9
754,1782824400,Bear Flag,short,59191.4,58734.5,59828.7875,56641.850000000006,9,1,0.7719,True,32.73,True,sl,-1.2,-1.2,14
803,1783000800,Ascending Triangle,long,61542.0,61692.5,60386.62151253919,66163.51394984324,9,1,0.2445,True,39.75,True,tp,3.8,3.8,102
908,1783378800,Double Bottom,long,63824.2,64040.3,63251.34999999999,66115.6,9,2,0.3386,True,32.16,True,sl,-1.2,-1.2,2
936,1783479600,Triple Top,short,63043.0,62765.9,63813.111000000004,59962.55599999999,7,1,0.4395,False,54.63,True,sl,-1.2,-1.2,38
978,1783630800,Bull Pennant,long,63134.7,63271.1,62492.20192307692,65704.69230769231,8,3,0.216,True,60.06,False,open,1.5106,1.511,40
